item_id,norm_clip_id,source_key,source_name,source_family,generated_media_path,paired_real_release_mode,paired_real_media_path,paired_real_source_url,stage1_assigned_reviewers,stage1_real_judgments,stage2_assigned_reviewers,stage2_real_judgments,all_five_judged_real
ltx_seed0::L1-06_L2-06c_0008__scene_012,L1-06_L2-06c_0008__scene_012,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-06_L2-06c_0008__scene_012.mp4,url_only,,https://www.youtube.com/watch?v=dJ5F2xpmt-Q,3,3,2,2,True
ltx_seed0::L1-06_L2-06e_0008__scene_003,L1-06_L2-06e_0008__scene_003,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-06_L2-06e_0008__scene_003.mp4,url_only,,https://www.youtube.com/watch?v=TmtjokysDVc,3,3,2,2,True
ltx_seed0::L1-06_L2-06e_0008__scene_005,L1-06_L2-06e_0008__scene_005,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-06_L2-06e_0008__scene_005.mp4,url_only,,https://www.youtube.com/watch?v=TmtjokysDVc,3,3,2,2,True
ltx_seed0::L1-07_L2-07b_0005__scene_009,L1-07_L2-07b_0005__scene_009,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-07_L2-07b_0005__scene_009.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0005__scene_009.mp4,https://www.dvidshub.net/video/830060,3,3,2,2,True
ltx_seed0::L1-07_L2-07b_0006__scene_004,L1-07_L2-07b_0006__scene_004,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-07_L2-07b_0006__scene_004.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0006__scene_004.mp4,https://www.dvidshub.net/video/829884,3,3,2,2,True
ltx_seed0::L1-08_L2-08c_0010__scene_007,L1-08_L2-08c_0010__scene_007,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08c_0010__scene_007.mp4,url_only,,https://www.youtube.com/watch?v=XZmGGAbHqa0,3,3,2,2,True
ltx_seed0::L1-08_L2-08d_0001__scene_154,L1-08_L2-08d_0001__scene_154,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08d_0001__scene_154.mp4,url_only,,https://www.youtube.com/watch?v=r1R3RDPvPeg,3,3,2,2,True
ltx_seed0::L1-08_L2-08d_0005__scene_224,L1-08_L2-08d_0005__scene_224,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08d_0005__scene_224.mp4,url_only,,https://www.youtube.com/watch?v=51iONeETSng,3,3,2,2,True
ltx_seed0::L1-08_L2-08d_0015__scene_049,L1-08_L2-08d_0015__scene_049,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08d_0015__scene_049.mp4,url_only,,https://www.youtube.com/watch?v=ztl25aRlnWE,3,3,2,2,True
ltx_seed0::L1-08_L2-08d_0015__scene_085,L1-08_L2-08d_0015__scene_085,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08d_0015__scene_085.mp4,url_only,,https://www.youtube.com/watch?v=ztl25aRlnWE,3,3,2,2,True
ltx_seed0::L1-08_L2-08d_0015__scene_234,L1-08_L2-08d_0015__scene_234,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08d_0015__scene_234.mp4,url_only,,https://www.youtube.com/watch?v=ztl25aRlnWE,3,3,2,2,True
ltx_seed0::L1-08_L2-08d_0015__scene_251,L1-08_L2-08d_0015__scene_251,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-08_L2-08d_0015__scene_251.mp4,url_only,,https://www.youtube.com/watch?v=ztl25aRlnWE,3,3,2,2,True
ltx_seed0::L1-09_L2-09a_0011__scene_005,L1-09_L2-09a_0011__scene_005,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-09_L2-09a_0011__scene_005.mp4,media,media/main/real/L1-09/L1-09_L2-09a_0011__scene_005.mp4,https://www.dvidshub.net/video/952863/minuteman-iii-test-launch-showcases-readiness-us-nuclear-forces-safe-effective-deterrent-narrated,3,3,2,2,True
ltx_seed0::L1-09_L2-09d_0009__scene_002,L1-09_L2-09d_0009__scene_002,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-09_L2-09d_0009__scene_002.mp4,media,media/main/real/L1-09/L1-09_L2-09d_0009__scene_002.mp4,https://oceanexplorer.noaa.gov/expedition-feature/okeanos-ex2104-features-ctenophore/,3,3,2,2,True
ltx_seed0::L1-10_L2-10c_0004__scene_001,L1-10_L2-10c_0004__scene_001,ltx_seed0,LTX,open_source,media/main/generated/ltx_seed0/L1-10_L2-10c_0004__scene_001.mp4,media,media/main/real/L1-10/L1-10_L2-10c_0004__scene_001.mp4,https://www.pexels.com/video/energetic-nighttime-concert-crowd-excitement-34059044/,3,3,2,2,True
omniweaving_seed0::L1-02_L2-02a_0010__scene_008,L1-02_L2-02a_0010__scene_008,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-02_L2-02a_0010__scene_008.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0010__scene_008.mp4,https://www.dvidshub.net/video/1459/infantry-goes-into-fallujah,3,3,2,2,True
omniweaving_seed0::L1-04_L2-04a_0010__scene_012,L1-04_L2-04a_0010__scene_012,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0010__scene_012.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0010__scene_012.mp4,https://www.dvidshub.net/video/792081/minnesota-guardsmen-provide-security-brooklyn-center-police-department,3,3,2,2,True
omniweaving_seed0::L1-04_L2-04a_0012__scene_001,L1-04_L2-04a_0012__scene_001,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-04_L2-04a_0012__scene_001.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0012__scene_001.mp4,https://www.dvidshub.net/video/755447/idaho-national-guard-support-dc-civil-unrest-response-efforts,3,3,2,2,True
omniweaving_seed0::L1-04_L2-04b_0019__scene_005,L1-04_L2-04b_0019__scene_005,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-04_L2-04b_0019__scene_005.mp4,url_only,,https://www.youtube.com/watch?v=FV_lyDuddxA,3,3,2,2,True
omniweaving_seed0::L1-05_L2-05e_0015__scene_004,L1-05_L2-05e_0015__scene_004,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-05_L2-05e_0015__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=OGyAXbVH8Qs,3,3,2,2,True
omniweaving_seed0::L1-05_L2-05e_0016__scene_015,L1-05_L2-05e_0016__scene_015,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-05_L2-05e_0016__scene_015.mp4,url_only,,https://www.youtube.com/watch?v=aeJKqojmHgY,3,3,2,2,True
omniweaving_seed0::L1-07_L2-07c_0010__scene_010,L1-07_L2-07c_0010__scene_010,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-07_L2-07c_0010__scene_010.mp4,media,media/main/real/L1-07/L1-07_L2-07c_0010__scene_010.mp4,https://www.dvidshub.net/video/789976,3,3,2,2,True
omniweaving_seed0::L1-08_L2-08a_0003__scene_095,L1-08_L2-08a_0003__scene_095,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-08_L2-08a_0003__scene_095.mp4,url_only,,https://www.youtube.com/watch?v=auXCQ9-721o,3,3,2,2,True
omniweaving_seed0::L1-09_L2-09d_0005__scene_010,L1-09_L2-09d_0005__scene_010,omniweaving_seed0,OmniWeaving,open_source,media/main/generated/omniweaving_seed0/L1-09_L2-09d_0005__scene_010.mp4,media,media/main/real/L1-09/L1-09_L2-09d_0005__scene_010.mp4,https://oceanexplorer.noaa.gov/expedition-feature/okeanos-seascape-alaska-ex2304-features-summary/,3,3,2,2,True
runway::L1-01_L2-01a_0005__scene_003,L1-01_L2-01a_0005__scene_003,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01a_0005__scene_003.mp4,media,media/main/real/L1-01/L1-01_L2-01a_0005__scene_003.mp4,https://www.dvidshub.net/video/914127/tornado-sustained-damage-and-clean-up-wright-patterson-air-force-base-2,3,3,2,2,True
runway::L1-01_L2-01a_0005__scene_016,L1-01_L2-01a_0005__scene_016,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01a_0005__scene_016.mp4,media,media/main/real/L1-01/L1-01_L2-01a_0005__scene_016.mp4,https://www.dvidshub.net/video/914127/tornado-sustained-damage-and-clean-up-wright-patterson-air-force-base-2,3,3,2,2,True
runway::L1-01_L2-01a_0007__scene_005,L1-01_L2-01a_0007__scene_005,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01a_0007__scene_005.mp4,media,media/main/real/L1-01/L1-01_L2-01a_0007__scene_005.mp4,https://www.dvidshub.net/video/892606/damage-plaza-housing-typhoon-khanun,3,3,2,2,True
runway::L1-01_L2-01a_0010__scene_045,L1-01_L2-01a_0010__scene_045,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01a_0010__scene_045.mp4,media,media/main/real/L1-01/L1-01_L2-01a_0010__scene_045.mp4,https://www.dvidshub.net/video/766610/hurlburt-field-hurricane-sally-damage-assessment,3,3,2,2,True
runway::L1-01_L2-01b_0009__scene_005,L1-01_L2-01b_0009__scene_005,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01b_0009__scene_005.mp4,media,media/main/real/L1-01/L1-01_L2-01b_0009__scene_005.mp4,https://www.dvidshub.net/video/902990/b-roll-hawaii-army-national-guard-provides-aerial-fire-suppression-mililani-wildfire,3,3,2,2,True
runway::L1-01_L2-01b_0010__scene_010,L1-01_L2-01b_0010__scene_010,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01b_0010__scene_010.mp4,media,media/main/real/L1-01/L1-01_L2-01b_0010__scene_010.mp4,https://www.dvidshub.net/video/977626/wildfire-and-rain,3,3,2,2,True
runway::L1-01_L2-01b_0012__scene_002,L1-01_L2-01b_0012__scene_002,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01b_0012__scene_002.mp4,media,media/main/real/L1-01/L1-01_L2-01b_0012__scene_002.mp4,https://www.dvidshub.net/video/893990/b-roll-cjtf-50-command-visits-wildfire-devastation,3,3,2,2,True
runway::L1-01_L2-01d_0009__scene_008,L1-01_L2-01d_0009__scene_008,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01d_0009__scene_008.mp4,media,media/main/real/L1-01/L1-01_L2-01d_0009__scene_008.mp4,https://www.dvidshub.net/video/941490/hurricane-helene-causes-flood-damage-western-north-carolina,3,3,2,2,True
runway::L1-01_L2-01d_0010__scene_006,L1-01_L2-01d_0010__scene_006,runway,Runway,closed_source,media/main/generated/runway/L1-01_L2-01d_0010__scene_006.mp4,media,media/main/real/L1-01/L1-01_L2-01d_0010__scene_006.mp4,https://www.dvidshub.net/video/940064/hurricane-helene-leaves-ashville-ruins,3,3,2,2,True
runway::L1-02_L2-02a_0004__scene_037,L1-02_L2-02a_0004__scene_037,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02a_0004__scene_037.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0004__scene_037.mp4,https://www.dvidshub.net/video/32368/insurgents-haifa-street,3,3,2,2,True
runway::L1-02_L2-02a_0008__scene_005,L1-02_L2-02a_0008__scene_005,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02a_0008__scene_005.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0008__scene_005.mp4,https://www.dvidshub.net/video/13579/marines-patrol-fallujah-with-iraqi-army,3,3,2,2,True
runway::L1-02_L2-02a_0011__scene_038,L1-02_L2-02a_0011__scene_038,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02a_0011__scene_038.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0011__scene_038.mp4,https://www.dvidshub.net/video/1292/3-1-marines-fallujah,3,3,2,2,True
runway::L1-02_L2-02a_0013__scene_002,L1-02_L2-02a_0013__scene_002,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02a_0013__scene_002.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0013__scene_002.mp4,https://www.dvidshub.net/video/301797/operation-phantom-fury-combat-footage-fallujah-rooftop-fighting-breaching-night-fighting,3,3,2,2,True
runway::L1-02_L2-02a_0014__scene_009,L1-02_L2-02a_0014__scene_009,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02a_0014__scene_009.mp4,media,media/main/real/L1-02/L1-02_L2-02a_0014__scene_009.mp4,https://www.dvidshub.net/video/301800/operation-phantom-fury-combat-footage-marines-and-tanks-fallujah,3,3,2,2,True
runway::L1-02_L2-02b_0008__scene_015,L1-02_L2-02b_0008__scene_015,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02b_0008__scene_015.mp4,media,media/main/real/L1-02/L1-02_L2-02b_0008__scene_015.mp4,https://www.dvidshub.net/video/858956/aim-9x-sidewinder-live-fire-missile-exercise-b-roll,3,3,2,2,True
runway::L1-02_L2-02c_0011__scene_013,L1-02_L2-02c_0011__scene_013,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02c_0011__scene_013.mp4,media,media/main/real/L1-02/L1-02_L2-02c_0011__scene_013.mp4,https://www.dvidshub.net/video/952173/marine-kc-130js-fly-formation-over-arizona,3,3,2,2,True
runway::L1-02_L2-02d_0009__scene_019,L1-02_L2-02d_0009__scene_019,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02d_0009__scene_019.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0009__scene_019.mp4,https://www.dvidshub.net/video/966247/immediate-response-25-live-fire-exercise,3,3,2,2,True
runway::L1-02_L2-02d_0015__scene_011,L1-02_L2-02d_0015__scene_011,runway,Runway,closed_source,media/main/generated/runway/L1-02_L2-02d_0015__scene_011.mp4,media,media/main/real/L1-02/L1-02_L2-02d_0015__scene_011.mp4,https://www.dvidshub.net/video/945046/parade-celebrates-20-years-nato-restoration-lithuanian-armed-forces,3,3,2,2,True
runway::L1-03_L2-03a_0010__scene_021,L1-03_L2-03a_0010__scene_021,runway,Runway,closed_source,media/main/generated/runway/L1-03_L2-03a_0010__scene_021.mp4,media,media/main/real/L1-03/L1-03_L2-03a_0010__scene_021.mp4,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-nov-4-2025/,3,3,2,2,True
runway::L1-03_L2-03a_0011__scene_055,L1-03_L2-03a_0011__scene_055,runway,Runway,closed_source,media/main/generated/runway/L1-03_L2-03a_0011__scene_055.mp4,media,media/main/real/L1-03/L1-03_L2-03a_0011__scene_055.mp4,https://www.whitehouse.gov/videos/press-secretary-karoline-leavitt-briefs-members-of-the-media-oct-23-2025/,3,3,2,2,True
runway::L1-03_L2-03b_0009__scene_009,L1-03_L2-03b_0009__scene_009,runway,Runway,closed_source,media/main/generated/runway/L1-03_L2-03b_0009__scene_009.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0009__scene_009.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-one-round-of-political-group-leaders_I285499,3,3,2,2,True
runway::L1-03_L2-03b_0009__scene_042,L1-03_L2-03b_0009__scene_042,runway,Runway,closed_source,media/main/generated/runway/L1-03_L2-03b_0009__scene_042.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0009__scene_042.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-one-round-of-political-group-leaders_I285499,3,3,2,2,True
runway::L1-03_L2-03b_0009__scene_066,L1-03_L2-03b_0009__scene_066,runway,Runway,closed_source,media/main/generated/runway/L1-03_L2-03b_0009__scene_066.mp4,media,media/main/real/L1-03/L1-03_L2-03b_0009__scene_066.mp4,https://multimedia.europarl.europa.eu/en/video/four-years-of-russias-war-of-aggression-against-ukraine-and-european-contributions-to-a-just-peace-and-sustained-security-for-ukraine-one-round-of-political-group-leaders_I285499,3,3,2,2,True
runway::L1-03_L2-03d_0014__scene_018,L1-03_L2-03d_0014__scene_018,runway,Runway,closed_source,media/main/generated/runway/L1-03_L2-03d_0014__scene_018.mp4,media,media/main/real/L1-03/L1-03_L2-03d_0014__scene_018.mp4,https://www.whitehouse.gov/videos/president-trump-participates-in-a-nato-family-photo/,3,3,2,2,True
runway::L1-04_L2-04a_0007__scene_007,L1-04_L2-04a_0007__scene_007,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04a_0007__scene_007.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0007__scene_007.mp4,https://www.dvidshub.net/video/968080/b-roll-california-national-guard-supports-security-operations-los-angeles,3,3,2,2,True
runway::L1-04_L2-04a_0008__scene_002,L1-04_L2-04a_0008__scene_002,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04a_0008__scene_002.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0008__scene_002.mp4,https://www.dvidshub.net/video/949348/california-army-national-guard-supports-local-law-enforcement-during-la-wildfires,3,3,2,2,True
runway::L1-04_L2-04a_0008__scene_006,L1-04_L2-04a_0008__scene_006,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04a_0008__scene_006.mp4,media,media/main/real/L1-04/L1-04_L2-04a_0008__scene_006.mp4,https://www.dvidshub.net/video/949348/california-army-national-guard-supports-local-law-enforcement-during-la-wildfires,3,3,2,2,True
runway::L1-04_L2-04b_0018__scene_012,L1-04_L2-04b_0018__scene_012,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04b_0018__scene_012.mp4,url_only,,https://www.youtube.com/watch?v=5tvker-nNtA,3,3,2,2,True
runway::L1-04_L2-04b_0019__scene_004,L1-04_L2-04b_0019__scene_004,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04b_0019__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=FV_lyDuddxA,3,3,2,2,True
runway::L1-04_L2-04c_0001__scene_005,L1-04_L2-04c_0001__scene_005,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04c_0001__scene_005.mp4,media,media/main/real/L1-04/L1-04_L2-04c_0001__scene_005.mp4,https://www.dvidshub.net/video/998358/146-aes-conductsaeromedical-evacuation-exercise-with-139-aw-c-130-hercules-missouri-ang,3,3,2,2,True
runway::L1-04_L2-04d_0011__scene_011,L1-04_L2-04d_0011__scene_011,runway,Runway,closed_source,media/main/generated/runway/L1-04_L2-04d_0011__scene_011.mp4,media,media/main/real/L1-04/L1-04_L2-04d_0011__scene_011.mp4,https://www.dvidshub.net/video/952285/usar-k9-dogs-conduct-search-missions-pacific-palisades,3,3,2,2,True
runway::L1-05_L2-05a_0013__scene_007,L1-05_L2-05a_0013__scene_007,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0013__scene_007.mp4,url_only,,https://www.youtube.com/watch?v=VO8HdzYa6f4,3,3,2,2,True
runway::L1-05_L2-05a_0013__scene_008,L1-05_L2-05a_0013__scene_008,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0013__scene_008.mp4,url_only,,https://www.youtube.com/watch?v=VO8HdzYa6f4,3,3,2,2,True
runway::L1-05_L2-05a_0015__scene_007,L1-05_L2-05a_0015__scene_007,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0015__scene_007.mp4,url_only,,https://www.youtube.com/watch?v=TzNX5tJ-OcU,3,3,2,2,True
runway::L1-05_L2-05a_0016__scene_034,L1-05_L2-05a_0016__scene_034,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0016__scene_034.mp4,url_only,,https://www.youtube.com/watch?v=XKfF_CLANNU,3,3,2,2,True
runway::L1-05_L2-05a_0017__scene_004,L1-05_L2-05a_0017__scene_004,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0017__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=WFIqxo4QMu4,3,3,2,2,True
runway::L1-05_L2-05a_0019__scene_010,L1-05_L2-05a_0019__scene_010,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0019__scene_010.mp4,url_only,,https://www.youtube.com/watch?v=3TA8VWF2O8k,3,3,2,2,True
runway::L1-05_L2-05a_0019__scene_012,L1-05_L2-05a_0019__scene_012,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0019__scene_012.mp4,url_only,,https://www.youtube.com/watch?v=3TA8VWF2O8k,3,3,2,2,True
runway::L1-05_L2-05a_0020__scene_009,L1-05_L2-05a_0020__scene_009,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0020__scene_009.mp4,url_only,,https://www.youtube.com/watch?v=JpkRK9o8SSo,3,3,2,2,True
runway::L1-05_L2-05a_0020__scene_011,L1-05_L2-05a_0020__scene_011,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05a_0020__scene_011.mp4,url_only,,https://www.youtube.com/watch?v=JpkRK9o8SSo,3,3,2,2,True
runway::L1-05_L2-05b_0011__scene_014,L1-05_L2-05b_0011__scene_014,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05b_0011__scene_014.mp4,url_only,,https://www.youtube.com/watch?v=7AyXTVkVBT4,3,3,2,2,True
runway::L1-05_L2-05c_0013__scene_023,L1-05_L2-05c_0013__scene_023,runway,Runway,closed_source,media/main/generated/runway/L1-05_L2-05c_0013__scene_023.mp4,url_only,,https://www.youtube.com/watch?v=3OBB3N7yZPU,3,3,2,2,True
runway::L1-06_L2-06a_0010__scene_004,L1-06_L2-06a_0010__scene_004,runway,Runway,closed_source,media/main/generated/runway/L1-06_L2-06a_0010__scene_004.mp4,url_only,,https://www.youtube.com/watch?v=33qAlFyaIk4,3,3,2,2,True
runway::L1-06_L2-06d_0007__scene_001,L1-06_L2-06d_0007__scene_001,runway,Runway,closed_source,media/main/generated/runway/L1-06_L2-06d_0007__scene_001.mp4,url_only,,https://www.youtube.com/watch?v=GoogeGk9qe4,3,3,2,2,True
runway::L1-06_L2-06d_0010__scene_007,L1-06_L2-06d_0010__scene_007,runway,Runway,closed_source,media/main/generated/runway/L1-06_L2-06d_0010__scene_007.mp4,url_only,,https://www.youtube.com/watch?v=EA1XWYIH42E,3,3,2,2,True
runway::L1-06_L2-06e_0008__scene_003,L1-06_L2-06e_0008__scene_003,runway,Runway,closed_source,media/main/generated/runway/L1-06_L2-06e_0008__scene_003.mp4,url_only,,https://www.youtube.com/watch?v=TmtjokysDVc,3,3,2,2,True
runway::L1-07_L2-07a_0011__scene_058,L1-07_L2-07a_0011__scene_058,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0011__scene_058.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0011__scene_058.mp4,https://www.dvidshub.net/video/773973,3,3,2,2,True
runway::L1-07_L2-07a_0013__scene_058,L1-07_L2-07a_0013__scene_058,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0013__scene_058.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0013__scene_058.mp4,https://www.dvidshub.net/video/747459,3,3,2,2,True
runway::L1-07_L2-07a_0014__scene_007,L1-07_L2-07a_0014__scene_007,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0014__scene_007.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0014__scene_007.mp4,https://www.dvidshub.net/video/745937,3,3,2,2,True
runway::L1-07_L2-07a_0014__scene_010,L1-07_L2-07a_0014__scene_010,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0014__scene_010.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0014__scene_010.mp4,https://www.dvidshub.net/video/745937,3,3,2,2,True
runway::L1-07_L2-07a_0014__scene_034,L1-07_L2-07a_0014__scene_034,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0014__scene_034.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0014__scene_034.mp4,https://www.dvidshub.net/video/745937,3,3,2,2,True
runway::L1-07_L2-07a_0015__scene_003,L1-07_L2-07a_0015__scene_003,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0015__scene_003.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0015__scene_003.mp4,https://www.dvidshub.net/video/742071,3,3,2,2,True
runway::L1-07_L2-07a_0015__scene_035,L1-07_L2-07a_0015__scene_035,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0015__scene_035.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0015__scene_035.mp4,https://www.dvidshub.net/video/742071,3,3,2,2,True
runway::L1-07_L2-07a_0015__scene_042,L1-07_L2-07a_0015__scene_042,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07a_0015__scene_042.mp4,media,media/main/real/L1-07/L1-07_L2-07a_0015__scene_042.mp4,https://www.dvidshub.net/video/742071,3,3,2,2,True
runway::L1-07_L2-07b_0001__scene_004,L1-07_L2-07b_0001__scene_004,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07b_0001__scene_004.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0001__scene_004.mp4,https://www.dvidshub.net/video/833974,3,3,2,2,True
runway::L1-07_L2-07b_0005__scene_009,L1-07_L2-07b_0005__scene_009,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07b_0005__scene_009.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0005__scene_009.mp4,https://www.dvidshub.net/video/830060,3,3,2,2,True
runway::L1-07_L2-07b_0009__scene_005,L1-07_L2-07b_0009__scene_005,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07b_0009__scene_005.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0009__scene_005.mp4,https://www.dvidshub.net/video/827802,3,3,2,2,True
runway::L1-07_L2-07b_0013__scene_024,L1-07_L2-07b_0013__scene_024,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07b_0013__scene_024.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0013__scene_024.mp4,https://www.dvidshub.net/video/749448,3,3,2,2,True
runway::L1-07_L2-07b_0013__scene_026,L1-07_L2-07b_0013__scene_026,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07b_0013__scene_026.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0013__scene_026.mp4,https://www.dvidshub.net/video/749448,3,3,2,2,True
runway::L1-07_L2-07b_0014__scene_006,L1-07_L2-07b_0014__scene_006,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07b_0014__scene_006.mp4,media,media/main/real/L1-07/L1-07_L2-07b_0014__scene_006.mp4,https://www.dvidshub.net/video/746913,3,3,2,2,True
runway::L1-07_L2-07c_0015__scene_001,L1-07_L2-07c_0015__scene_001,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07c_0015__scene_001.mp4,media,media/main/real/L1-07/L1-07_L2-07c_0015__scene_001.mp4,https://www.dvidshub.net/video/781530,3,3,2,2,True
runway::L1-07_L2-07d_0002__scene_001,L1-07_L2-07d_0002__scene_001,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07d_0002__scene_001.mp4,media,media/main/real/L1-07/L1-07_L2-07d_0002__scene_001.mp4,https://www.dvidshub.net/video/760327,3,3,2,2,True
runway::L1-07_L2-07d_0010__scene_010,L1-07_L2-07d_0010__scene_010,runway,Runway,closed_source,media/main/generated/runway/L1-07_L2-07d_0010__scene_010.mp4,media,media/main/real/L1-07/L1-07_L2-07d_0010__scene_010.mp4,https://www.dvidshub.net/video/748251,3,3,2,2,True
